username,display_name,date,followers,following,tweets,change,percent_change
elonmusk,Elon Musk,2018-03-15,20353242,48,3968,29971.0,0.001474713396283578
elonmusk,Elon Musk,2018-03-16,20379362,48,3971,26120.0,0.0012833336330397849
elonmusk,Elon Musk,2018-03-17,20404933,48,3971,25571.0,0.0012547497806849606
elonmusk,Elon Musk,2018-03-18,20429510,48,3972,24577.0,0.0012044636461192582
elonmusk,Elon Musk,2018-03-19,20454258,48,3972,24748.0,0.0012113849035046975
elonmusk,Elon Musk,2018-03-20,20470058,48,3974,15800.0,0.0007724553000163503
elonmusk,Elon Musk,2018-03-21,20493436,48,3977,23378.0,0.0011420583175680843
elonmusk,Elon Musk,2018-03-22,20514892,48,3988,21456.0,0.0010469693808299319
elonmusk,Elon Musk,2018-03-23,20537981,48,3998,23089.0,0.0011254750938975988
elonmusk,Elon Musk,2018-03-24,20591550,48,4008,53569.0,0.0026082894905785636
elonmusk,Elon Musk,2018-03-25,20624014,48,4011,32464.0,0.0015765690295290735
elonmusk,Elon Musk,2018-03-26,20652103,48,4020,28089.0,0.0013619560188429247
elonmusk,Elon Musk,2018-03-27,20680058,47,4022,27955.0,0.001353615174202849
elonmusk,Elon Musk,2018-03-28,20706420,47,4027,26362.0,0.0012747546452722691
elonmusk,Elon Musk,2018-03-29,20734025,47,4029,27605.0,0.0013331614059794994
elonmusk,Elon Musk,2018-03-30,20761763,47,4033,27738.0,0.0013378010299496257
elonmusk,Elon Musk,2018-03-31,20789109,47,4039,27346.0,0.0013171328465699794
elonmusk,Elon Musk,2018-04-01,20814108,47,4039,24999.0,0.0012025046383661309
elonmusk,Elon Musk,2018-04-02,20857675,47,4051,43567.0,0.002093147590086497
elonmusk,Elon Musk,2018-04-03,20890313,47,4061,32638.0,0.0015647956927127282
elonmusk,Elon Musk,2018-04-04,20914584,47,4061,24271.0,0.0011618303660649865
elonmusk,Elon Musk,2018-04-05,20940797,47,4065,26213.0,0.0012533359496895713
elonmusk,Elon Musk,2018-04-06,20966147,47,4069,25350.0,0.0012105556440855647
elonmusk,Elon Musk,2018-04-07,20994070,47,4069,27923.0,0.0013318136136315495
elonmusk,Elon Musk,2018-04-08,21017227,47,4080,23157.0,0.001103025759178644
elonmusk,Elon Musk,2018-04-09,21045767,47,4082,28540.0,0.0013579336608011694
elonmusk,Elon Musk,2018-04-10,21075417,47,4084,29650.0,0.001408834375102641
elonmusk,Elon Musk,2018-04-11,21103886,47,4086,28469.0,0.0013508155022508017
elonmusk,Elon Musk,2018-04-12,21135799,47,4086,31913.0,0.001512185954757328
elonmusk,Elon Musk,2018-04-13,21160085,47,4094,24286.0,0.001149045749346822
elonmusk,Elon Musk,2018-04-14,21189613,47,4095,29528.0,0.0013954575324248708
elonmusk,Elon Musk,2018-04-15,21218495,47,4099,28882.0,0.0013630263091637396
elonmusk,Elon Musk,2018-04-16,21252310,47,4104,33815.0,0.0015936568545507068
elonmusk,Elon Musk,2018-04-17,21281825,47,4105,29515.0,0.0013887902068057123
elonmusk,Elon Musk,2018-04-18,21300821,47,4112,18996.0,0.000892592623048083
elonmusk,Elon Musk,2018-04-19,21322279,47,4116,21458.0,0.0010073790113536152
elonmusk,Elon Musk,2018-04-20,21341835,47,4116,19556.0,0.0009171627479407363
elonmusk,Elon Musk,2018-04-21,21358524,47,4116,16689.0,0.0007819852416626194
elonmusk,Elon Musk,2018-04-22,21375863,47,4116,17339.0,0.000811807033107792
elonmusk,Elon Musk,2018-04-23,21393372,47,4121,17509.0,0.0008191014323024604
elonmusk,Elon Musk,2018-04-24,21424392,47,4121,31020.0,0.0014499817981008523
elonmusk,Elon Musk,2018-04-25,21441649,47,4122,17257.0,0.0008054837682207605
elonmusk,Elon Musk,2018-04-26,21488019,47,4126,46370.0,0.0021626135191374907
elonmusk,Elon Musk,2018-04-27,21509427,47,4127,21408.0,0.000996276110887706
elonmusk,Elon Musk,2018-04-28,21524312,47,4130,14885.0,0.0006920221538211369
elonmusk,Elon Musk,2018-04-29,21537238,47,4130,12926.0,0.000600530228329621
elonmusk,Elon Musk,2018-04-30,21550810,47,4131,13572.0,0.0006301643692658843
elonmusk,Elon Musk,2018-05-01,21557422,47,4133,6612.0,0.0003068098136449482
elonmusk,Elon Musk,2018-05-02,21551109,47,4134,-6313.0,-0.0002928457771991244
elonmusk,Elon Musk,2018-05-03,21560529,48,4140,9420.0,0.00043710047589651246
elonmusk,Elon Musk,2018-05-04,21568561,48,4156,8032.0,0.0003725326034440535
elonmusk,Elon Musk,2018-05-05,21567286,48,4160,-1275.0,-5.9113818487888103e-05
elonmusk,Elon Musk,2018-05-06,21594337,48,4175,27051.0,0.0012542607354490976
elonmusk,Elon Musk,2018-05-07,21623324,48,4175,28987.0,0.0013423426706733466
elonmusk,Elon Musk,2018-05-08,21642828,48,4181,19504.0,0.000901988981897528
elonmusk,Elon Musk,2018-05-09,21658300,48,4187,15472.0,0.0007148788503978931
elonmusk,Elon Musk,2018-05-10,21673907,48,4204,15607.0,0.0007206013399019273
elonmusk,Elon Musk,2018-05-11,21697207,48,4210,23300.0,0.0010750253749820526
elonmusk,Elon Musk,2018-05-12,21700688,50,4225,3481.0,0.00016043539613175284
elonmusk,Elon Musk,2018-05-13,21738565,50,4231,37877.0,0.00174542853203552
elonmusk,Elon Musk,2018-05-14,21766831,50,4235,28266.0,0.001300269820017963
elonmusk,Elon Musk,2018-05-15,21754738,50,4244,-12093.0,-0.000555570078161538
elonmusk,Elon Musk,2018-05-16,21767181,50,4247,12443.0,0.0005719673571797923
elonmusk,Elon Musk,2018-05-17,21771805,50,4249,4624.0,0.00021242989618186492
elonmusk,Elon Musk,2018-05-18,21766057,50,4259,-5748.0,-0.00026401118327123996
elonmusk,Elon Musk,2018-05-19,21775826,50,4258,9769.0,0.0004488180840471756
elonmusk,Elon Musk,2018-05-20,21794078,50,4283,18252.0,0.0008381771603060972
elonmusk,Elon Musk,2018-05-21,21808435,50,4300,14357.0,0.0006587569338789567
elonmusk,Elon Musk,2018-05-22,21817613,50,4319,9178.0,0.00042084633766714674
elonmusk,Elon Musk,2018-05-23,21807257,50,4344,-10356.0,-0.0004746623748436152
elonmusk,Elon Musk,2018-05-24,21846314,50,4400,39057.0,0.001791009295667001
elonmusk,Elon Musk,2018-05-25,21842452,50,4408,-3862.0,-0.0001767803941662427
elonmusk,Elon Musk,2018-05-26,21849180,53,4432,6728.0,0.00030802402587393196
elonmusk,Elon Musk,2018-05-27,21858201,53,4482,9021.0,0.00041287590655580964
elonmusk,Elon Musk,2018-05-28,21876675,53,4484,18474.0,0.0008451747698723366
elonmusk,Elon Musk,2018-05-29,21885029,53,4509,8354.0,0.0003818679026863503
elonmusk,Elon Musk,2018-05-30,21892814,52,4525,7785.0,0.00035572262664129717
elonmusk,Elon Musk,2018-05-31,21894266,52,4545,1452.0,6.63231323301261e-05
elonmusk,Elon Musk,2018-06-01,21903053,53,4561,8787.0,0.00040133795761865265
elonmusk,Elon Musk,2018-06-02,21910601,54,4570,7548.0,0.0003446094934802524
elonmusk,Elon Musk,2018-06-03,21918503,54,4586,7902.0,0.0003606473414399236
elonmusk,Elon Musk,2018-06-04,21927038,54,4588,8535.0,0.0003893970313575412
elonmusk,Elon Musk,2018-06-05,21934943,54,4591,7905.0,0.0003605138094804339
elonmusk,Elon Musk,2018-06-06,21940522,54,4597,5579.0,0.000254343036131921
elonmusk,Elon Musk,2018-06-07,21945913,54,4598,5391.0,0.0002457097420016652
elonmusk,Elon Musk,2018-06-08,21958411,54,4608,12498.0,0.0005694910027211897
elonmusk,Elon Musk,2018-06-09,21930485,54,4612,-27926.0,-0.0012717677977700514
elonmusk,Elon Musk,2018-06-10,21934607,54,4637,4122.0,0.00018795753947076221
elonmusk,Elon Musk,2018-06-11,21945401,54,4652,10794.0,0.0004920990834256234
elonmusk,Elon Musk,2018-06-12,21953498,54,4654,8097.0,0.00036896113222084637
elonmusk,Elon Musk,2018-06-13,21958703,55,4657,5205.0,0.00023709205703803526
elonmusk,Elon Musk,2018-06-14,21960412,54,4662,1709.0,7.782791178523318e-05
elonmusk,Elon Musk,2018-06-15,21966406,54,4664,5994.0,0.0002729456988330714
elonmusk,Elon Musk,2018-06-16,21980690,53,4692,14284.0,0.0006502656829705522
elonmusk,Elon Musk,2018-06-17,21991914,53,4718,11224.0,0.000510630012069635
elonmusk,Elon Musk,2018-06-18,22000960,54,4757,9046.0,0.00041133300175699716
elonmusk,Elon Musk,2018-06-19,22006158,55,4789,5198.0,0.00023626241763996525
elonmusk,Elon Musk,2018-06-20,22011406,55,4800,5248.0,0.000238478702188738
elonmusk,Elon Musk,2018-06-21,22016809,55,4813,5403.0,0.0002454636473472327
elonmusk,Elon Musk,2018-06-22,22021971,56,4825,5162.0,0.00023445722765735866
elonmusk,Elon Musk,2018-06-23,22017377,55,4844,-4594.0,-0.00020860984695691975
elonmusk,Elon Musk,2018-06-24,22024424,55,4856,7047.0,0.00032006537381823463
elonmusk,Elon Musk,2018-06-25,22029953,55,4887,5529.0,0.00025103948234916906
elonmusk,Elon Musk,2018-06-26,22035797,55,4889,5844.0,0.0002652751914631324
elonmusk,Elon Musk,2018-06-27,22041515,55,4924,5718.0,0.00025948687038646057
elonmusk,Elon Musk,2018-06-28,22007055,55,4912,-34460.0,-0.001563413404205627
elonmusk,Elon Musk,2018-06-29,22012307,55,4938,5252.0,0.0002386507417735384
elonmusk,Elon Musk,2018-06-30,22020942,55,4947,8635.0,0.00039228055469142653
elonmusk,Elon Musk,2018-07-01,22026451,55,4947,5509.0,0.0002501709509066252
elonmusk,Elon Musk,2018-07-02,22035160,55,4948,8709.0,0.00039538825387719356
elonmusk,Elon Musk,2018-07-03,22042290,55,4951,7130.0,0.00032357377935987586
elonmusk,Elon Musk,2018-07-04,22043019,56,4960,729.0,3.307278871655939e-05
elonmusk,Elon Musk,2018-07-05,22046789,56,4979,3770.0,0.0001710292043026751
elonmusk,Elon Musk,2018-07-06,22059422,56,5004,12633.0,0.0005730086136352952
elonmusk,Elon Musk,2018-07-07,22087829,56,5021,28407.0,0.0012877490625093913
elonmusk,Elon Musk,2018-07-08,22132865,56,5035,45036.0,0.002038950953486607
elonmusk,Elon Musk,2018-07-09,22211437,56,5067,78572.0,0.003550014876067875
elonmusk,Elon Musk,2018-07-10,22302072,56,5078,90635.0,0.004080555436372757
elonmusk,Elon Musk,2018-07-11,22329379,55,5097,27307.0,0.00122441538167406
elonmusk,Elon Musk,2018-07-12,22350244,55,5123,20865.0,0.0009344191793243528
elonmusk,Elon Musk,2018-07-13,22263248,57,5134,-86996.0,-0.0038923959845807987
elonmusk,Elon Musk,2018-07-14,22272150,59,5147,8902.0,0.0003998518095831294
elonmusk,Elon Musk,2018-07-15,22276681,60,5166,4531.0,0.0002034379258402108
elonmusk,Elon Musk,2018-07-16,22287734,60,5165,11053.0,0.0004961690657598883
elonmusk,Elon Musk,2018-07-17,22296194,60,5160,8460.0,0.0003795809838720299
elonmusk,Elon Musk,2018-07-18,22279110,60,5167,-17084.0,-0.0007662294291124194
elonmusk,Elon Musk,2018-07-19,22229939,60,5170,-49171.0,-0.00220704507496039
elonmusk,Elon Musk,2018-07-20,22230931,60,5174,992.0,4.4624503917845004e-05
elonmusk,Elon Musk,2018-07-21,22232405,60,5196,1474.0,6.6304015787777e-05
elonmusk,Elon Musk,2018-07-22,22237404,59,5199,4999.0,0.0002248519672072291
elonmusk,Elon Musk,2018-07-23,22238851,60,5205,1447.0,6.50705451050726e-05
elonmusk,Elon Musk,2018-07-24,22232735,60,5211,-6116.0,-0.0002750142082430518
elonmusk,Elon Musk,2018-07-25,22224303,60,5214,-8432.0,-0.0003792605813005556
elonmusk,Elon Musk,2018-07-26,22228942,60,5224,4639.0,0.00020873545505573077
elonmusk,Elon Musk,2018-07-27,22232936,60,5222,3994.0,0.00017967566787469025
elonmusk,Elon Musk,2018-07-28,22236460,62,5230,3524.0,0.00015850358225288907
elonmusk,Elon Musk,2018-07-29,22239939,61,5230,3479.0,0.00015645475943570908
elonmusk,Elon Musk,2018-07-30,22242854,62,5245,2915.0,0.00013107050338589943
elonmusk,Elon Musk,2018-07-31,22246715,62,5247,3861.0,0.00017358383955579093
elonmusk,Elon Musk,2018-08-01,22249646,62,5260,2931.0,0.00013174978867658282
elonmusk,Elon Musk,2018-08-02,22256791,64,5277,7145.0,0.0003211287046993583
elonmusk,Elon Musk,2018-08-03,22261396,64,5278,4605.0,0.00020690314250604303
elonmusk,Elon Musk,2018-08-04,22265376,64,5277,3980.0,0.00017878483451805316
elonmusk,Elon Musk,2018-08-05,22268396,64,5279,3020.0,0.00013563660456483717
elonmusk,Elon Musk,2018-08-06,22271983,65,5299,3587.0,0.0001610803041225406
elonmusk,Elon Musk,2018-08-07,22276266,65,5303,4283.0,0.00019230438528983207
elonmusk,Elon Musk,2018-08-08,22304327,65,5318,28061.0,0.0012596814924008548
elonmusk,Elon Musk,2018-08-09,22314849,65,5322,10522.0,0.0004717470291750736
elonmusk,Elon Musk,2018-08-10,22322156,64,5325,7307.0,0.00032745012076929036
elonmusk,Elon Musk,2018-08-11,22327315,64,5339,5159.0,0.00023111566821776286
elonmusk,Elon Musk,2018-08-12,22333953,64,5342,6638.0,0.00029730399736815905
elonmusk,Elon Musk,2018-08-13,22337661,64,5347,3708.0,0.00016602524416531317
elonmusk,Elon Musk,2018-08-14,22322395,64,5353,-15266.0,-0.0006834198083676135
elonmusk,Elon Musk,2018-08-15,22319848,64,5354,-2547.0,-0.00011410065989780893
elonmusk,Elon Musk,2018-08-16,22324611,64,5360,4763.0,0.00021339751059246126
elonmusk,Elon Musk,2018-08-17,22332460,64,5361,7849.0,0.00035158507353161284
elonmusk,Elon Musk,2018-08-18,22337098,64,5362,4638.0,0.00020767976299973512
elonmusk,Elon Musk,2018-08-19,22349629,63,5364,12531.0,0.0005609949869047615
elonmusk,Elon Musk,2018-08-20,22356634,62,5365,7005.0,0.0003134280215568719
elonmusk,Elon Musk,2018-08-21,22364684,62,5366,8050.0,0.0003600720931424828
elonmusk,Elon Musk,2018-08-22,22369162,64,5374,4478.0,0.00020022639264660747
elonmusk,Elon Musk,2018-08-23,22375240,64,5381,6078.0,0.0002717133525163007
elonmusk,Elon Musk,2018-08-24,22380119,64,5384,4879.0,0.00021805352702353176
elonmusk,Elon Musk,2018-08-25,22385459,64,5393,5340.0,0.00023860462940339389
elonmusk,Elon Musk,2018-08-26,22392340,64,5401,6881.0,0.00030738704084654067
elonmusk,Elon Musk,2018-08-27,22398875,64,5401,6535.0,0.00029184087058342634
elonmusk,Elon Musk,2018-08-28,22405427,63,5404,6552.0,0.00029251469102797856
elonmusk,Elon Musk,2018-08-29,22413681,63,5413,8254.0,0.0003683928898119415
elonmusk,Elon Musk,2018-08-30,22421287,63,5414,7606.0,0.00033934631263821124
elonmusk,Elon Musk,2018-08-31,22427029,62,5418,5742.0,0.0002560959145654351
elonmusk,Elon Musk,2018-09-01,22428860,62,5418,1831.0,8.164255729092851e-05
elonmusk,Elon Musk,2018-09-02,22433801,62,5418,4941.0,0.00022029652866883964
elonmusk,Elon Musk,2018-09-03,22438799,62,5418,4998.0,0.0002227888176418169
elonmusk,Elon Musk,2018-09-04,22444702,62,5421,5903.0,0.00026307112069590133
elonmusk,Elon Musk,2018-09-05,22450809,63,5423,6107.0,0.0002720909370950153
elonmusk,Elon Musk,2018-09-06,22458055,64,5425,7246.0,0.00032275006214699253
elonmusk,Elon Musk,2018-09-07,22453685,64,5429,-4370.0,-0.0001945849718508752
elonmusk,Elon Musk,2018-09-08,22483430,64,5433,29745.0,0.001324726876679616
elonmusk,Elon Musk,2018-09-09,22503878,64,5436,20448.0,0.0009094697739624458
elonmusk,Elon Musk,2018-09-10,22519436,64,5438,15558.0,0.0006913475090826182
elonmusk,Elon Musk,2018-09-11,22533665,65,5445,14229.0,0.0006318541903092001
elonmusk,Elon Musk,2018-09-12,22546115,65,5446,12450.0,0.0005525066605898132
elonmusk,Elon Musk,2018-09-13,22557409,65,5454,11294.0,0.0005009288739989959
elonmusk,Elon Musk,2018-09-14,22569430,64,5464,12021.0,0.0005329069486659233
elonmusk,Elon Musk,2018-09-15,22579013,64,5466,9583.0,0.0004246008871291451
elonmusk,Elon Musk,2018-09-16,22587011,64,5468,7998.0,0.00035422274658336583
elonmusk,Elon Musk,2018-09-17,22598745,64,5489,11734.0,0.0005195021156185753
elonmusk,Elon Musk,2018-09-18,22618246,69,5510,19501.0,0.0008629240252058246
elonmusk,Elon Musk,2018-09-19,22637500,69,5520,19254.0,0.0008512596423260188
elonmusk,Elon Musk,2018-09-20,22648753,69,5532,11253.0,0.0004970955273329025
elonmusk,Elon Musk,2018-09-21,22655329,69,5545,6576.0,0.00029034711094255705
elonmusk,Elon Musk,2018-09-22,22669062,69,5550,13733.0,0.0006061708483686701
elonmusk,Elon Musk,2018-09-23,22681593,69,5550,12531.0,0.0005527798194737699
elonmusk,Elon Musk,2018-09-24,22689117,69,5551,7524.0,0.0003317227321730787
elonmusk,Elon Musk,2018-09-25,22695694,69,5552,6577.0,0.00028987465664709333
elonmusk,Elon Musk,2018-09-26,22701417,69,5556,5723.0,0.0002521623705360465
elonmusk,Elon Musk,2018-09-27,22707959,69,5560,6542.0,0.0002881758438251225
elonmusk,Elon Musk,2018-09-28,22721239,69,5567,13280.0,0.0005848169798086111
elonmusk,Elon Musk,2018-09-29,22726704,69,5568,5465.0,0.00024052385523520847
elonmusk,Elon Musk,2018-09-30,22742573,69,5568,15869.0,0.0006982534730948231
elonmusk,Elon Musk,2018-10-01,22753487,69,5569,10914.0,0.00047989293032069114
elonmusk,Elon Musk,2018-10-02,22762803,71,5573,9316.0,0.00040943174995544673
elonmusk,Elon Musk,2018-10-03,22770990,71,5573,8187.0,0.00035966572306578293
elonmusk,Elon Musk,2018-10-04,22779638,71,5573,8648.0,0.00037978146756034725
elonmusk,Elon Musk,2018-10-05,22794469,71,5605,14831.0,0.0006510639018935116
elonmusk,Elon Musk,2018-10-06,22805233,71,5610,10764.0,0.00047221981788658773
elonmusk,Elon Musk,2018-10-07,22815878,71,5620,10645.0,0.00046677883098156236
elonmusk,Elon Musk,2018-10-08,22836512,71,5630,20634.0,0.0009043701934241533
elonmusk,Elon Musk,2018-10-09,22846019,72,5638,9507.0,0.000416307008705985
elonmusk,Elon Musk,2018-10-10,22854040,71,5646,8021.0,0.00035108961434371366
elonmusk,Elon Musk,2018-10-11,22862063,71,5648,8023.0,0.0003510539055677775
elonmusk,Elon Musk,2018-10-12,22873525,71,5650,11462.0,0.0005013545802932118
elonmusk,Elon Musk,2018-10-13,22883981,71,5659,10456.0,0.0004571223718250472
elonmusk,Elon Musk,2018-10-14,22894216,71,5671,10235.0,0.0004472560958690419
elonmusk,Elon Musk,2018-10-15,22931513,72,5669,37297.0,0.0016291014289373518
elonmusk,Elon Musk,2018-10-16,22950509,72,5679,18996.0,0.00082837970612748
elonmusk,Elon Musk,2018-10-17,22956766,73,5683,6257.0,0.0002726301190094649
elonmusk,Elon Musk,2018-10-18,22958561,73,5691,1795.0,7.819045592039053e-05
elonmusk,Elon Musk,2018-10-19,22962231,73,5704,3670.0,0.00015985322425038362
elonmusk,Elon Musk,2018-10-20,23036366,73,5720,74135.0,0.0032285625904555637
elonmusk,Elon Musk,2018-10-21,23080812,73,5719,44446.0,0.0019293841745700036
elonmusk,Elon Musk,2018-10-22,23117626,73,5733,36814.0,0.001595004543167633
elonmusk,Elon Musk,2018-10-23,23175108,73,5749,57482.0,0.002486500992792351
elonmusk,Elon Musk,2018-10-24,23214281,73,5753,39173.0,0.0016903049599596986
elonmusk,Elon Musk,2018-10-25,23241773,73,5758,27492.0,0.0011842710097289544
elonmusk,Elon Musk,2018-10-26,23309213,73,5783,67440.0,0.0029016719163379445
elonmusk,Elon Musk,2018-10-27,23355753,75,5820,46540.0,0.001996635407639058
elonmusk,Elon Musk,2018-10-28,23381569,75,5820,25816.0,0.0011053379439318611
elonmusk,Elon Musk,2018-10-29,23403954,75,5820,22385.0,0.0009573780100042839
elonmusk,Elon Musk,2018-10-30,23427495,75,5823,23541.0,0.0010058556772074567
elonmusk,Elon Musk,2018-10-31,23442780,75,5823,15285.0,0.0006524385129524912
elonmusk,Elon Musk,2018-11-01,23451215,75,5836,8435.0,0.0003598122748240673
elonmusk,Elon Musk,2018-11-02,23464315,76,5845,13100.0,0.0005586064517340006
elonmusk,Elon Musk,2018-11-03,23478712,76,5876,14397.0,0.0006135700104605846
elonmusk,Elon Musk,2018-11-04,23461863,76,5880,-16849.0,-0.000717628803488024
elonmusk,Elon Musk,2018-11-05,23449137,76,5879,-12726.0,-0.0005424121690592587
elonmusk,Elon Musk,2018-11-06,23461159,76,5883,12022.0,0.0005126841128524351
elonmusk,Elon Musk,2018-11-07,23419846,75,5893,-41313.0,-0.0017609104477745996
elonmusk,Elon Musk,2018-11-08,23408544,75,5899,-11302.0,-0.00048258216557017786
elonmusk,Elon Musk,2018-11-09,23374265,75,5906,-34279.0,-0.0014643798435306499
elonmusk,Elon Musk,2018-11-10,23370971,76,5909,-3294.0,-0.0001409242172962788
elonmusk,Elon Musk,2018-11-11,23381911,76,5918,10940.0,0.0004681020741499342
elonmusk,Elon Musk,2018-11-12,23392944,76,5919,11033.0,0.0004718604907871793
elonmusk,Elon Musk,2018-11-13,23408493,76,5921,15549.0,0.0006646876083660214
elonmusk,Elon Musk,2018-11-14,23416741,76,5928,8248.0,0.0003523507472267262
elonmusk,Elon Musk,2018-11-15,23423803,76,5931,7062.0,0.00030157911384853797
elonmusk,Elon Musk,2018-11-16,23432785,76,5952,8982.0,0.0003834560937863163
elonmusk,Elon Musk,2018-11-17,23439833,76,5957,7048.0,0.00030077517461113423
elonmusk,Elon Musk,2018-11-18,23448796,77,5964,8963.0,0.0003823832703928609
elonmusk,Elon Musk,2018-11-19,23455265,74,5978,6469.0,0.0002758777039129079
elonmusk,Elon Musk,2018-11-20,23462310,75,5991,7045.0,0.0003003590025523195
elonmusk,Elon Musk,2018-11-21,23469683,75,5995,7373.0,0.00031424868224827485
elonmusk,Elon Musk,2018-11-22,23469703,75,6000,20.0,8.52163192899269e-07
elonmusk,Elon Musk,2018-11-23,23475102,75,6000,5399.0,0.00023004125787196017
elonmusk,Elon Musk,2018-11-24,23480821,75,6003,5719.0,0.00024361981472975636
elonmusk,Elon Musk,2018-11-25,23486562,75,6003,5741.0,0.00024449741344212406
elonmusk,Elon Musk,2018-11-26,23499455,75,6015,12893.0,0.000548952205094988
elonmusk,Elon Musk,2018-11-27,23518067,75,6024,18612.0,0.000792018368085623
elonmusk,Elon Musk,2018-11-28,23523935,75,6024,5868.0,0.0002495103020159206
elonmusk,Elon Musk,2018-12-01,23555618,75,6055,31683.0,0.0013468409940768922
elonmusk,Elon Musk,2018-12-02,23562391,76,6078,6773.0,0.00028753225663624704
elonmusk,Elon Musk,2018-12-03,23572603,76,6077,10212.0,0.00043340253542178964
elonmusk,Elon Musk,2018-12-04,23582534,76,6083,9931.0,0.00042129416085279203
elonmusk,Elon Musk,2018-12-05,23591343,75,6084,8809.0,0.0003735391625006024
elonmusk,Elon Musk,2018-12-06,23603856,75,6095,12513.0,0.0005304064291720145
elonmusk,Elon Musk,2018-12-07,23613928,75,6099,10072.0,0.0004267099409520636
elonmusk,Elon Musk,2018-12-08,23618855,74,6099,4927.0,0.00020864804872777754
elonmusk,Elon Musk,2018-12-09,23626929,76,6112,8074.0,0.00034184552976856963
elonmusk,Elon Musk,2018-12-10,23642372,77,6121,15443.0,0.0006536185891954371
elonmusk,Elon Musk,2018-12-11,23655117,76,6127,12745.0,0.0005390745057221036
elonmusk,Elon Musk,2018-12-12,23664321,76,6140,9204.0,0.0003890912904807031
elonmusk,Elon Musk,2018-12-13,23671378,76,6145,7057.0,0.00029821265524576646
elonmusk,Elon Musk,2018-12-14,23680298,76,6148,8920.0,0.00037682639346137137
elonmusk,Elon Musk,2018-12-15,23698254,76,6153,17956.0,0.0007582674846406956
elonmusk,Elon Musk,2018-12-16,23710553,76,6166,12299.0,0.0005189833816447997
elonmusk,Elon Musk,2018-12-17,23721505,76,6167,10952.0,0.0004619040306652611
elonmusk,Elon Musk,2018-12-18,23729489,76,6168,7984.0,0.00033657223687955096
elonmusk,Elon Musk,2018-12-19,23737933,77,6188,8444.0,0.00035584415661027435
elonmusk,Elon Musk,2018-12-20,23752412,76,6217,14479.0,0.0006099520122497815
elonmusk,Elon Musk,2018-12-21,23762768,76,6225,10356.0,0.0004359978262418185
elonmusk,Elon Musk,2018-12-22,23778334,76,6228,15566.0,0.0006550583669377996
elonmusk,Elon Musk,2018-12-23,23791118,78,6255,12784.0,0.0005376322832373326
elonmusk,Elon Musk,2018-12-24,23810683,77,6270,19565.0,0.0008223657248893623
elonmusk,Elon Musk,2018-12-25,23825184,76,6280,14501.0,0.0006090123496247379
elonmusk,Elon Musk,2018-12-26,23837731,76,6283,12547.0,0.000526627622267295
elonmusk,Elon Musk,2018-12-27,23846926,76,6309,9195.0,0.00038573302131816867
elonmusk,Elon Musk,2018-12-28,23856087,76,6312,9161.0,0.000384158528440981
elonmusk,Elon Musk,2018-12-29,23863210,76,6314,7123.0,0.0002985820767671399
elonmusk,Elon Musk,2018-12-30,23869468,76,6316,6258.0,0.0002622446854383398
elonmusk,Elon Musk,2018-12-31,23875710,76,6323,6242.0,0.0002615056188097764
elonmusk,Elon Musk,2019-01-01,23884110,76,6331,8400.0,0.00035182199817307414
elonmusk,Elon Musk,2019-01-02,23899808,76,6329,15698.0,0.0006572570633780472
elonmusk,Elon Musk,2019-01-03,23908912,76,6331,9104.0,0.0003809235622311835
elonmusk,Elon Musk,2019-01-04,23927123,77,6346,18211.0,0.0007616825056697696
elonmusk,Elon Musk,2019-01-05,23959082,77,6362,31959.0,0.0013356808505560203
elonmusk,Elon Musk,2019-01-06,23982078,77,6374,22996.0,0.0009598030508848332
elonmusk,Elon Musk,2019-01-07,24001296,76,6386,19218.0,0.0008013484069229193
elonmusk,Elon Musk,2019-01-08,24024335,76,6392,23039.0,0.0009599064983825123
elonmusk,Elon Musk,2019-01-09,24044570,79,6394,20235.0,0.0008422709723285848
elonmusk,Elon Musk,2019-01-10,24065359,79,6415,20789.0,0.0008646026940801743
elonmusk,Elon Musk,2019-01-11,24076862,79,6427,11503.0,0.00047798996059023047
elonmusk,Elon Musk,2019-01-12,24101247,79,6430,24385.0,0.0010127980963632321
elonmusk,Elon Musk,2019-01-13,24119232,79,6431,17985.0,0.0007462269483400341
elonmusk,Elon Musk,2019-01-14,24136941,79,6441,17709.0,0.0007342273584831638
elonmusk,Elon Musk,2019-01-15,24158597,79,6444,21656.0,0.0008972139427279036
elonmusk,Elon Musk,2019-01-16,24183748,79,6444,25151.0,0.0010410786685999263
elonmusk,Elon Musk,2019-01-17,24199214,79,6456,15466.0,0.0006395203919591363
elonmusk,Elon Musk,2019-01-18,24218166,78,6457,18952.0,0.0007831659325794327
elonmusk,Elon Musk,2019-01-19,24231538,78,6462,13372.0,0.0005521475077840954
elonmusk,Elon Musk,2019-01-20,24243583,78,6461,12045.0,0.0004970794672629619
elonmusk,Elon Musk,2019-01-21,24257908,78,6464,14325.0,0.0005908780067698238
elonmusk,Elon Musk,2019-01-22,24271832,78,6466,13924.0,0.0005739983843620067
elonmusk,Elon Musk,2019-01-23,24284676,78,6475,12844.0,0.0005291730760166313
elonmusk,Elon Musk,2019-01-24,24296832,78,6482,12156.0,0.0005005625769929356
elonmusk,Elon Musk,2019-01-25,24304957,77,6493,8125.0,0.0003344057365173292
elonmusk,Elon Musk,2019-01-26,24316574,77,6502,11617.0,0.0004779683420135239
elonmusk,Elon Musk,2019-01-27,24328784,77,6510,12210.0,0.0005021266564937399
