,id,date,tweet
5789,1189597812985454592,2019-10-30 17:39:54,@tobi @chris__lu @MarkRober @MrBeastYT Congrats! Shopify is great btw. Nice work.
17506,1189597812985454592,2019-10-30 17:39:54,@tobi @chris__lu @MarkRober @MrBeastYT Congrats! Shopify is great btw. Nice work.
28406,1354904849234751499,2021-01-29,@JohnnaCrider1 @Iupsychdoctor @AOC @RobinhoodApp Shopify is great too. SpaceX used them.
